sourceLanguage 	 targetLanguage 	 sourceText 	 targetText 	 conversationId 	 direction 	 tone 	 customerId
nl 	 en 	 Dat zou fijn zijn inderdaad. 	 That would be nice indeed. 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Als u dat door kan geven en dat ze er een patch note van kunnen maken zou dat echt top zijn! 	 If you can pass that on and they can make a patch note of it that would be really great! 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Want dat is wel belangrijke content dat nu ontbreekt 	 Because that is some important content that is now missing 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 The feedback has been shared with he dedicated teams also and they said that they'll treat this as per priority as we do understands your feelings about this game. 	 De feedback is ook gedeeld met de toegewijde teams en ze zeiden dat ze dit per prioriteit zullen behandelen, aangezien we je gevoelens over dit spel begrijpen. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 You can find all of our features in the below mentioned links. 	 Je kunt alle functies in de onderstaande links vinden. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 You can follow the links for understanding the features in detail. 	 Je kunt de links bekijken voor meer informatie over de functies. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please visit URL for several tips &amp; tricks and you can also visit URL in order to get help regarding your various future concerns. 	 Bezoek URL voor tips en trucs en kijk op URL voor hulp bij eventuele problemen. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Also, keep an eye on @PRS-ORGHelp on Twitter URL for updates. 	 Houd ook @PRS-ORGHelp op Twitter URL in de gaten voor updates. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Super bedankt! 	 Super thanks! 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 U heeft me heel erg goed geholpen. 	 You helped me very much. 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Beter dan uw vorige collega. 	 Better than your previous colleague. 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt voor alle moeite! 	 Thanks for all the effort! 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thank you for your understanding and patience all over the session. 	 Bedankt voor je begrip en geduld tijdens de hele sessie. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 It was nice chatting with you. 	 Het was leuk met je te chatten. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Is there anything else I ma 	 Is er nog iets anders waarmee ik 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 y assist you with today? 	 je vandaag kan helpen? 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Nee het ging voor mij alleen om de gamefaces. 	 No, it was just about the gamefaces. 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 En daar gaan jullie achteraan. 	 And that's what you guys will work on. 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Dus voor mij is alles in orde. 	 So for me, everything is fine. 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Het was me een genoegen! 	 It was my pleasure! 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hartelijk bedankt 	 Thank you very much 	 633eb98f0ba53fda934d7499 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thank you for contacting PRS-ORG Help. 	 Bedankt dat je contact met PRS-ORG Help hebt opgenomen. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 We appreciate your business with us. 	 We stellen je zaken bij ons op prijs. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I'm happy we could make this right for you. 	 Ik ben blij dat we dit voor je konden doen. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 It 	 Het 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 was really nice chatting to you. 	 Was erg leuk om met je te chatten. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 It's my pleasure to be of assistance. 	 Het is mij een genoegen om je te helpen. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Stay happy and healthy always. 	 Blijf altijd blij en gezond. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Have a wonderful day. 	 Een fijne dag verder! 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Take care. 	 Pas goed op jezelf. 	 633eb98f0ba53fda934d7499 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-N. 	 My name is NAME-N. 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 What is your first name, if I may ask? 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Mijn voornaam is NAME-F. 	 My first name is NAME-F. 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Het account staat op mijn broertjes naam NAME-M 	 The account is in my brother's name NAME-M 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hello NAME-F! 	 Hoi NAME-F, 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 It's nice to meet you. 	 Fijn je te ontmoeten. 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hope you are doing well. 	 Ik hoop dat het goed met je gaat. 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ja prima hoor, met jou ook? 	 Yes all fine, and yourself? 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I am doing great as summer season is here and I love summer. 	 Met mij gaat het goed, want de zomer is hier en ik hou van de zomers. 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thanks for asking. 	 Bedankt voor je vraag. 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please tell me, how may I help you today? 	 Vertel me alsjeblieft hoe ik je vandaag kan helpen? 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Jaa tuurlijk 	 Yeah sure 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heb ooit mijn PRS-ORG blijkbaar gedownload in mijn one drive 	 I once downloaded my PRS-ORG apparently into my one drive 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hoe krijg ik het gewoon op mijn pc Ipv de hele tijd daar 	 How do I just get it on my pc instead? 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heb het al proberen te verplaatsten, maar elke keer als ik het spel open wordt er weer een map in de one drive aangemaakt 	 I have already tried to move it, but every time I open the game it creates another folder in the one drive 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 As I understand that you want to move game from One Drive to PC, am I right? 	 Als ik het goed begrijp, wil je het spel van één schijf naar pc verplaatsen, klopt dat? 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ja ik wil het spel gewoon op mijn pc schijf hebben en niet in mijn one drive 	 Yes I just want the game on my pc drive and not in my one drive 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thank you for the confirmation. 	 Bedankt voor de bevestiging. 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please do not worry. 	 Maak je geen zorgen. 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I will try my best to help you in this. 	 Ik zal mijn best doen om je hierbij te helpen. 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I would like to request you to please disable the automatic synchronization of PRS-ORG with your Documents folder. 	 Ik verzoek je om de automatische synchronisatie van PRS-ORG uit te schakelen met je map Documenten. 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 When you later start the PRS-ORG it will create a new user folder locally. 	 Wanneer je later The PRS-ORG start, wordt er lokaal een nieuwe gebruikersmap gemaakt. 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 You can then copy the content from One drive to the local PRS-ORG folder. 	 Je kunt de inhoud vervolgens van één schijf kopiëren naar de lokale PRS-ORG-map. 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Okee, ga ik dat zo proberen. 	 Okay, I'm going to try that in a bit. 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Al mijn uitbreidingspakketen enz blijven dan wel gewoon speelbaar? 	 All my expansion packs etc will remain playable? 	 6426d687464acec0c59a3609 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Yes, the game will be same as you are just transferring the files. 	 Ja, het spel is hetzelfde als je gewoon de bestanden overzet. 	 6426d687464acec0c59a3609 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 What is your first name, if I may ask? 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hallo NAME-M 	 Hello NAME-M 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Mijn naam is NAME-M 	 My name is NAME-M 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik weet niet of u mij kan helpen maar ik wil een fout rapporteren van PRS-ORG 	 I don't know if you can help me but I want to report an error from PRS-ORG 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hi NAME-M! 	 Hallo NAME-M, 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I see you want to report an error. 	 Ik zie dat je een foutmelding wilt melden. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I will try to help you with this. 	 Ik zal proberen je hierbij te helpen. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please let me know the error. 	 Kun je de error met me delen alsjeblieft? 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heb 2x na elkaar dezelfde icon gepackt bij een sbc van 88+ terwijl die kans eigenlijk nihil is 	 I've packed the same icon 2x in a row at an sbc of 88+, while that chance is actually zero 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Dus ik vind dit wel zonde na alle moeite die ik doe van kaarten in sbcs te steken om dan 2x dezelfde icon direct na elkaar te krijgen 	 So I find this a waste after all the effort I put into putting cards in SBCs to get the same icon twice in a row. 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Kunnen jullie niet kijken voor een compensatie ? 	 Can't you guys consider a compensation ? 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I see you got the same Icon twice. 	 Ik zie dat je hetzelfde pictogram twee keer hebt gekregen. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Let me know if I got this right. 	 Laat me weten of ik dit goed heb. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ja klopt. 	 That is correct. 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Dezelfde speler 	 The same player 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thanks! 	 Bedankt! 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I will help you with this. 	 Ik zal je hierbij helpen. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Let me check with our team. 	 Laat me het nakijken met ons team. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Allow me sometime please. 	 Geef me alsjeblieft wat tijd. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Geen probleem 	 No problem! 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Dit was 2x dezelfde david beckham 89 plus kaart 	 This was 2x the same david beckham 89 plus card 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thanks for waiting. 	 Bedankt voor het wachten. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 OUr team said it is extremely rare to get the same player but it is possible. 	 Ons team geeft aan dat het zeer zeldzaam is om dezelfde speler te krijgen, maar het is mogelijk. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Sadly, they said it is not possible to replace the player or give a new card. 	 Helaas zeiden ze dat het niet mogelijk is om de speler te vervangen of een nieuwe kaart te geven. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 They will also keep tracking if it is happening with other players so that it can be reported to game team. 	 Ze zullen ook blijven volgen of het met andere spelers gebeurt, zodat het kan worden gemeld aan het gameteam. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Jammer want heb vorig jaar hetzelfde meegemaakt 	 Too bad because I have experienced the same thing last year 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Dit is gewoon een probleem omdat ik direct na elkaar heb gepackt 	 This is just a problem because I packed them one after the other. 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Waardoor de server wellicht niet goed gerefresht heeft 	 Which may have caused the server to not refresh properly 	 63d949558c749e6b4de720bc 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 It could be possible. 	 Het kan mogelijk zijn. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 I am really sorry it happened. 	 Het spijt me echt dat dit is gebeurd. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 But I will share the feedback with the game team. 	 Maar ik zal de feedback delen met het gameteam. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 If there is any other issue, I will be happy to help. 	 Als er een ander probleem is, help ik je graag verder. 	 63d949558c749e6b4de720bc 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 6332dd78795c2f257219d4c2 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-F. 	 My name is NAME-F. 	 6332dd78795c2f257219d4c2 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 What is your first name, if I may ask? 	 6332dd78795c2f257219d4c2 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hello, nice to meet you. 	 Hallo, leuk je te ontmoeten. 	 6332dd78795c2f257219d4c2 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hope you're doing well. 	 Ik hoop dat het goed met je gaat! 	 6332dd78795c2f257219d4c2 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Not to rush you, Just to confirm if we are still connected? 	 Niet om je te haasten, maar wil alleen bevestigen of we nog steeds verbonden zijn? 	 6332dd78795c2f257219d4c2 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ja sorry 	 Yes sorry 	 6332dd78795c2f257219d4c2 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Mijn naam is NAME-M 	 My name is NAME-M 	 6332dd78795c2f257219d4c2 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Was even afk 	 Was a bit distracted 	 6332dd78795c2f257219d4c2 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hello! 	 Hallo. 	 6332dd78795c2f257219d4c2 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please tell me how may I assist you today? 	 Hoe kan ik je vandaag helpen? 	 6332dd78795c2f257219d4c2 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hallo dus ik kan geen PRS-ORG spelen 	 Hello so I can't play PRS-ORG 	 6332dd78795c2f257219d4c2 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Staat niet in de store 	 It is not in the store 	 6332dd78795c2f257219d4c2 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 maar ik ben een play pro gebruijer 	 but I am a play pro user 	 6332dd78795c2f257219d4c2 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 gebruiker 	 user 	 6332dd78795c2f257219d4c2 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Alright! 	 Oké! 	 6332dd78795c2f257219d4c2 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 So you can download game through PRS-ORG subscription. 	 Je kunt de game dus downloaden via het PRS-ORG-abonnement. 	 6332dd78795c2f257219d4c2 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please let me know if there is anything else I may assist you today? 	 Laat het me weten als ik je vandaag nog ergens mee kan helpen. 	 6332dd78795c2f257219d4c2 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Since there is no response from your end, we are disconnecting the chat from our end. 	 Aangezien er geen reactie van jouw kant is, verbreken we de verbinding met de chat van onze kant. 	 6332dd78795c2f257219d4c2 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 However, you may contact us through URL and we will be more than happy to help you. 	 Je kunt echter contact met ons opnemen via URL en dan helpen we je graag verder. 	 6332dd78795c2f257219d4c2 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 What is your first name, if I may ask? 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Hallo ik ben NAME-M ik had net al een gesprek met PRS-ORG. 	 Hi I'm NAME-M I just had a conversation with PRS-ORG. 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Maar had dit perongeluk gesloten. 	 But had this closed by accident. 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hi there NAME-M. 	 Hallo daar, NAME-M! 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Nice to meet you. 	 Aangenaam kennis te maken. 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 How are you doing today? 	 Hoe gaat het met je vandaag? 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Het is in verband met terug betaling via steam 	 It is related to a refund via Steam 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Teleurgesteld in de nieuwe PRS-ORG. 	 Disappointed in the new PRS-ORG. 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Okay, let me help you with that. 	 Oké, laat me je daarmee helpen. 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 May I know the email that is linked to your PRS-ORG Account? 	 Mag ik het e-mailadres weten dat aan jouw PRS-ORG-Account is gekoppeld? 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please confirm, you purchased it from Steam, right? 	 Bevestig alsjeblieft, je hebt het gekocht bij Steam, toch? 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik wens graag een terugbetaling maar heb meer dan 2 speel uren ook deels wegens niet kunnen verbinden met servers 	 I would like a refund but have more than 2 hours of play partly due to not being able to connect to servers 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ja klopt 	 That's right 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 PHONENUMBER dit is het factuur nummer van steam 	 PHONENUMBER this is the invoice number of Steam 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thank you for confirming it with me. 	 Bedankt voor het bevestigen van het met mij. 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please let me explain to you. 	 Laat me je alsjeblieft uitleggen. 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Natuurlijk 	 Of course 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Since the billing is done on their end and we do not have any purchase history for these same, I would suggest you contact Steam support regarding this case. 	 Aangezien de facturering aan hun kant is gedaan en we hiervoor geen aankoop geschiedenis hebben, raad ik je aan contact op te nemen met Steam-ondersteuning met betrekking tot deze zaak. 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 They have the billing done on their end. 	 Ze hebben de facturering gedaan aan hun kant. 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 They will be able to assist you with this. 	 Ze kunnen je hierbij helpen. 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Sounds good? 	 Is dat ok? 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Dus u kunt hiervoor niets doen? 	 So you can't do anything about this? 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Sure toch bedankt 	 Sure thank you 	 619f6654b0d4189224c77edb 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 If the purchase was from PRS-ORG, I would have helped you by now, sir. 	 Als de aankoop van PRS-ORG was, had ik je nu geholpen, meneer. 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 hope you understand. 	 Ik hoop dat je het begrijpt. 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 It was all my pleasure! 	 Het was mijn genoegen! 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Thank you for this lovely conversation. 	 Bedankt voor dit prettige gesprek. 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Let me know if there is anything else I can do, I will be more than happy to help you out. 	 Laat het me weten als ik nog iets kan doen, dan help ik je graag verder. 	 619f6654b0d4189224c77edb 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Bedankt dat je contact hebt opgenomen met PRS-ORG Help! 	 Thank you for contacting PRS-ORG Help! 	 61ba19c1355381ffa1cec677 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik heet NAME-M. 	 My name is NAME-M. 	 61ba19c1355381ffa1cec677 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Wat is jouw voornaam, als ik het vragen mag? 	 What is your first name, if I may ask? 	 61ba19c1355381ffa1cec677 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Hello, nice to meet you. 	 Hallo, leuk je te ontmoeten. 	 61ba19c1355381ffa1cec677 	 agent 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 How are you doing today? 	 Hoe gaat het met je vandaag? 	 61ba19c1355381ffa1cec677 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Niet zo goed omdat ik een probleem heb met de game 	 Not so well, because I have a problem with the game 	 61ba19c1355381ffa1cec677 	 customer 	 informal 	 0015800001EMz0vAAD
en 	 nl 	 Please elaborate your concern, so that I can help you in a better way. 	 Deel vooral je probleem met me, zodat ik je op een betere manier kan helpen. 	 61ba19c1355381ffa1cec677 	 agent 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Ik speelde een draft wedstrijd, dat was mijn 3de wedstrijd. 	 I played a draft match, that was my 3rd match. 	 61ba19c1355381ffa1cec677 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Tijdens de match ben ik eruit gegooid en heb later beseft dat de PRS-ORG servers down waren. 	 During the match I was kicked out and later realized that the PRS-ORG servers were down. 	 61ba19c1355381ffa1cec677 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Toen ik terug op ultimate team kon heb ik gezien dat ik een loss heb gekregen 	 When I could go back on ultimate team I saw that I received a loss 	 61ba19c1355381ffa1cec677 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 Terwijl ik voor de 4 wins kon gaan 	 While I could go for the 4 wins 	 61ba19c1355381ffa1cec677 	 customer 	 informal 	 0015800001EMz0vAAD
nl 	 en 	 En mijn draft is nu beëindigd en ik moet mijn rewards claimen 	 And my draft is now finished and I have to claim my rewards 	 61ba19c1355381ffa1cec677 	 customer 	 informal 	 0015800001EMz0vAAD
